Key_Dataset,Key_Run,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,740.0,56.0,0.0,92.96482412060301,7.035175879396985,0.0,0.6658220256391035,0.09713530681461374,0.22361745367954264,42.37654813713525,66.08226976414808,447.8713374960901,193.7484891829716,254.1228483131185,0.5626524340403142,0.24340262460172313,0.3192498094385911,228.13301549991837,0.28659926570341504,40492.74021782708,0.9739507959479016,673.0,0.3619047619047619,38.0,0.638095238095238,67.0,0.02604920405209841,18.0,0.9465541490857946,0.9739507959479016,0.9600570613409415,0.6706153626106647,0.9293189218523878,0.9775282816585136,0.9296482412060302,0.31760220716289045,0.6823977928371096,0.07035175879396985,0.9256703805284384,0.9296482412060302,0.9264473127707763,0.6706153626106648,0.9304841798637961,0.9400181097332189,0.8326601096178392,0.9296482412060302,0.416,0.021,0.2233,0.016108,18194.0,876885.0,231229.0,99.12060301507537,59.98743718592965,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,736.0,60.0,0.0,92.46231155778895,7.5376884422110555,0.0,0.657019748653501,0.10227552924326272,0.23452202898597183,44.619037406242555,69.30473328479799,447.87133749609075,211.93074350176326,235.9405939943275,0.562652434040315,0.2662446526404061,0.2964077813999089,210.03096291516042,0.26385799361201057,37279.69492003102,0.9638205499276411,666.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.0361794500723589,25.0,0.9500713266761769,0.9638205499276411,0.9568965517241379,0.6580958423699961,0.9187861794500723,0.9741868878973264,0.9246231155778895,0.29413589898358167,0.7058641010164183,0.07537688442211055,0.9219443565149118,0.9246231155778895,0.923009443770577,0.658095842369996,0.9200281105595,0.9315405394092473,0.8284482758620689,0.9246231155778895,0.096,0.015,0.075954,0.014335,18194.0,876885.0,231229.0,98.99497487437186,60.42713567839196,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,742.0,54.0,0.0,93.21608040201005,6.78391959798995,0.0,0.6833217911503381,0.09629182075869235,0.22125239247357237,42.0085663123598,65.38335914670766,447.87133749608967,191.4843436485862,256.3869938475035,0.5626524340403136,0.240558220664053,0.3220942133762607,227.90778333513893,0.2863163107225363,40452.76236754913,0.9725036179450073,672.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.027496382054992764,19.0,0.9504950495049505,0.9725036179450073,0.9613733905579399,0.6863498437985986,0.9290475759768452,0.9774617018054745,0.9321608040201005,0.2929905194084266,0.7070094805915734,0.0678391959798995,0.9288647598879926,0.9321608040201005,0.9297515185324438,0.6863498437985986,0.9302907276833229,0.9403214893211018,0.8415114375470112,0.9321608040201005,0.129,0.019,0.071975,0.014953,18194.0,876885.0,231229.0,99.12060301507537,60.050251256281406,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,736.0,60.0,0.0,92.46231155778895,7.5376884422110555,0.0,0.6735073351471815,0.09709833378642967,0.23561756997470618,42.3604181699791,69.62848187402467,447.87133749608887,220.9323233890292,226.93901410705968,0.5626524340403126,0.2775531700867201,0.2850992639535926,225.40659910769125,0.2831741194820242,40008.811705971166,0.9551374819102749,660.0,0.2761904761904762,29.0,0.7238095238095238,76.0,0.04486251808972504,31.0,0.9579100145137881,0.9551374819102749,0.9565217391304348,0.6735472243413746,0.9167963096960926,0.9718754754666946,0.9246231155778895,0.24567610985809066,0.7543238901419094,0.07537688442211055,0.9252453006047286,0.9246231155778895,0.9249240459887625,0.6735472243413746,0.9167261618076981,0.9298524681112696,0.8367514356029533,0.9246231155778895,0.112,0.012,0.067064,0.011500999999999999,18558.0,876885.0,231229.0,98.61809045226131,59.61055276381909,'Number of leaves: 4\nSize of the tree: 7\n',7.0,4.0,4.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,738.0,58.0,0.0,92.71356783919597,7.28643216080402,0.0,0.6656382624313791,0.09971765006854881,0.2342055385946434,43.503129158965265,69.21120568633286,447.8713374960904,220.01526415442882,227.85607334166158,0.5626524340403146,0.27640108562114174,0.2862513484191728,216.02484466860577,0.27138799581483136,38343.58607233432,0.9667149059334298,668.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.03328509406657019,23.0,0.9502133712660028,0.9667149059334298,0.958393113342898,0.6672367532473745,0.9138793415340087,0.9710524702886563,0.9271356783919598,0.2937541057918633,0.7062458942081367,0.0728643216080402,0.9241579115695026,0.9271356783919598,0.9252412883949331,0.6672367532473745,0.9141139784882859,0.9287953980114823,0.8327319102068025,0.9271356783919598,0.084,0.005,0.064451,0.005212,18194.0,876885.0,231229.0,98.61809045226131,59.92462311557789,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',1,weka.classifiers.trees.J48,'-C 0.05 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,740.0,56.0,0.0,92.96482412060301,7.035175879396985,0.0,0.6658220256391035,0.09713530681461374,0.22361745367954264,42.37654813713525,66.08226976414808,447.8713374960901,193.7484891829716,254.1228483131185,0.5626524340403142,0.24340262460172313,0.3192498094385911,228.13301549991837,0.28659926570341504,40492.74021782708,0.9739507959479016,673.0,0.3619047619047619,38.0,0.638095238095238,67.0,0.02604920405209841,18.0,0.9465541490857946,0.9739507959479016,0.9600570613409415,0.6706153626106647,0.9293189218523878,0.9775282816585136,0.9296482412060302,0.31760220716289045,0.6823977928371096,0.07035175879396985,0.9256703805284384,0.9296482412060302,0.9264473127707763,0.6706153626106648,0.9304841798637961,0.9400181097332189,0.8326601096178392,0.9296482412060302,0.07,0.004,0.060346,0.0038959999999999997,18194.0,876885.0,231229.0,99.12060301507537,59.98743718592965,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',2,weka.classifiers.trees.J48,'-C 0.05 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,736.0,60.0,0.0,92.46231155778895,7.5376884422110555,0.0,0.657019748653501,0.10227552924326272,0.23452202898597183,44.619037406242555,69.30473328479799,447.87133749609075,211.93074350176326,235.9405939943275,0.562652434040315,0.2662446526404061,0.2964077813999089,210.03096291516042,0.26385799361201057,37279.69492003102,0.9638205499276411,666.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.0361794500723589,25.0,0.9500713266761769,0.9638205499276411,0.9568965517241379,0.6580958423699961,0.9187861794500723,0.9741868878973264,0.9246231155778895,0.29413589898358167,0.7058641010164183,0.07537688442211055,0.9219443565149118,0.9246231155778895,0.923009443770577,0.658095842369996,0.9200281105595,0.9315405394092473,0.8284482758620689,0.9246231155778895,0.08,0.004,0.056645,0.003641,18194.0,876885.0,231229.0,98.99497487437186,60.42713567839196,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',3,weka.classifiers.trees.J48,'-C 0.05 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,742.0,54.0,0.0,93.21608040201005,6.78391959798995,0.0,0.6833217911503381,0.09629182075869235,0.22125239247357237,42.0085663123598,65.38335914670766,447.87133749608967,191.4843436485862,256.3869938475035,0.5626524340403136,0.240558220664053,0.3220942133762607,227.90778333513893,0.2863163107225363,40452.76236754913,0.9725036179450073,672.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.027496382054992764,19.0,0.9504950495049505,0.9725036179450073,0.9613733905579399,0.6863498437985986,0.9290475759768452,0.9774617018054745,0.9321608040201005,0.2929905194084266,0.7070094805915734,0.0678391959798995,0.9288647598879926,0.9321608040201005,0.9297515185324438,0.6863498437985986,0.9302907276833229,0.9403214893211018,0.8415114375470112,0.9321608040201005,0.056,0.003,0.052304,0.0036190000000000003,18194.0,876885.0,231229.0,99.12060301507537,60.050251256281406,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',4,weka.classifiers.trees.J48,'-C 0.05 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,736.0,60.0,0.0,92.46231155778895,7.5376884422110555,0.0,0.6735073351471815,0.09709833378642967,0.23561756997470618,42.3604181699791,69.62848187402467,447.87133749608887,220.9323233890292,226.93901410705968,0.5626524340403126,0.2775531700867201,0.2850992639535926,225.40659910769125,0.2831741194820242,40008.811705971166,0.9551374819102749,660.0,0.2761904761904762,29.0,0.7238095238095238,76.0,0.04486251808972504,31.0,0.9579100145137881,0.9551374819102749,0.9565217391304348,0.6735472243413746,0.9167963096960926,0.9718754754666946,0.9246231155778895,0.24567610985809066,0.7543238901419094,0.07537688442211055,0.9252453006047286,0.9246231155778895,0.9249240459887625,0.6735472243413746,0.9167261618076981,0.9298524681112696,0.8367514356029533,0.9246231155778895,0.052,0.004,0.051734999999999996,0.003646,18558.0,876885.0,231229.0,98.61809045226131,59.61055276381909,'Number of leaves: 4\nSize of the tree: 7\n',7.0,4.0,4.0
'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1',5,weka.classifiers.trees.J48,'-C 0.05 -M 2',-217733168393644444,2.01402170124E7,3403.0,796.0,738.0,58.0,0.0,92.71356783919597,7.28643216080402,0.0,0.6656382624313791,0.09971765006854881,0.2342055385946434,43.503129158965265,69.21120568633286,447.8713374960904,220.01526415442882,227.85607334166158,0.5626524340403146,0.27640108562114174,0.2862513484191728,216.02484466860577,0.27138799581483136,38343.58607233432,0.9667149059334298,668.0,0.3333333333333333,35.0,0.6666666666666666,70.0,0.03328509406657019,23.0,0.9502133712660028,0.9667149059334298,0.958393113342898,0.6672367532473745,0.9138793415340087,0.9710524702886563,0.9271356783919598,0.2937541057918633,0.7062458942081367,0.0728643216080402,0.9241579115695026,0.9271356783919598,0.9252412883949331,0.6672367532473745,0.9141139784882859,0.9287953980114823,0.8327319102068025,0.9271356783919598,0.054,0.004,0.050566,0.0037080000000000004,18194.0,876885.0,231229.0,98.61809045226131,59.92462311557789,'Number of leaves: 3\nSize of the tree: 5\n',5.0,3.0,3.0
