@relation 'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute loan_amnt numeric
@attribute funded_amnt numeric
@attribute funded_amnt_inv numeric
@attribute term numeric
@attribute int_rate {'11.89\%','10.71\%','13.11\%','13.57\%','10.08\%','14.26\%','7.88\%','14.96\%','9.88\%','11.14\%','11.34\%','12.21\%','13.47\%','11.49\%','13.24\%','8.59\%','7.14\%','8.63\%','11.03\%','13.17\%','8.94\%','10.39\%','15.13\%','8.00\%','15.33\%','13.55\%','12.29\%','9.01\%','7.43\%','13.75\%','8.07\%','10.28\%','8.70\%','11.22\%','9.96\%','9.33\%','8.38\%','7.75\%','10.59\%','15.96\%','11.54\%','13.43\%','12.49\%','9.64\%','11.86\%','15.01\%','12.80\%','10.91\%','12.17\%','7.12\%','14.38\%','15.65\%','14.67\%','13.12\%','14.70\%','14.07\%','10.14\%','10.46\%','13.30\%','9.83\%','13.93\%','9.20\%','12.36\%','13.62\%','10.78\%','15.83\%','11.09\%','11.41\%','12.67\%','12.04\%','9.51\%','11.72\%','12.99\%','14.88\%','15.20\%','14.25\%','18.36\%','16.15\%','6.00\%','8.32\%','12.61\%','9.45\%','11.97\%','13.87\%','9.76\%','12.92\%','7.37\%','7.68\%','11.66\%','14.18\%','15.45\%','14.82\%','17.03\%','14.50\%','16.71\%','15.76\%','16.08\%','16.40\%','17.34\%','10.51\%','15.70\%','7.49\%','12.22\%','12.73\%','13.79\%','11.12\%','12.53\%','11.28\%','12.86\%','12.87\%','9.70\%','10.01\%','15.38\%','11.91\%','12.54\%','11.59\%','13.80\%','10.96\%','10.64\%','13.49\%','10.33\%','14.75\%','16.01\%','15.07\%','14.12\%','16.33\%','16.96\%','11.46\%','13.04\%','12.72\%','10.25\%','12.09\%','10.83\%','11.78\%','12.41\%','15.88\%','9.07\%','10.20\%','13.36\%','15.57\%','9.38\%','14.93\%','14.62\%','13.67\%','9.63\%','11.26\%','14.42\%','11.48\%','13.99\%','15.25\%','14.30\%','13.92\%','19.04\%','13.23\%','18.72\%','16.20\%','10.38\%','17.15\%','15.68\%','14.54\%','10.62\%','17.46\%','9.32\%','14.11\%','15.05\%','13.16\%','16.00\%','11.58\%','12.84\%','10.95\%','16.95\%','14.74\%','9.62\%','15.37\%','16.32\%','7.51\%','14.22\%','12.18\%','16.63\%','17.26\%','18.53\%','13.48\%','15.31\%','16.35\%','17.90\%','17.58\%','18.43\%','15.95\%','18.30\%','18.21\%','11.83\%','7.40\%','16.07\%','16.82\%','7.74\%','13.22\%','20.86\%','10.36\%','14.61\%','13.85\%','10.99\%','19.16\%','16.49\%','18.84\%','20.11\%','14.59\%','16.70\%','19.79\%','17.39\%','17.04\%','19.13\%','17.74\%','7.05\%','9.25\%','18.78\%','18.09\%','13.98\%','20.17\%','19.82\%','19.47\%','7.66\%','11.36\%','21.21\%','6.03\%','6.76\%','17.93\%','20.52\%','14.84\%','17.19\%','11.11\%','12.98\%','17.56\%','6.39\%','16.45\%','20.90\%','20.16\%','7.29\%','19.41\%','18.67\%','21.27\%','14.72\%','15.58\%','20.53\%','6.17\%','15.21\%','10.75\%','13.61\%','16.02\%','14.35\%','6.54\%','5.79\%','10.74\%','9.99\%','6.91\%','13.35\%','8.88\%','18.99\%','10.37\%','12.68\%','18.39\%','14.91\%','21.64\%','14.09\%','14.27\%','14.83\%','5.42\%','17.06\%','18.17\%','13.72\%','20.40\%','14.46\%','12.23\%','17.43\%','16.69\%','17.80\%','21.14\%','15.28\%','19.29\%','18.91\%','18.54\%','20.03\%','20.77\%','19.66\%','15.99\%','22.48\%','13.06\%','18.25\%','20.85\%','17.44\%','12.69\%','10.00\%','11.99\%','6.62\%','20.25\%','19.74\%','14.17\%','6.92\%','17.14\%','17.51\%','17.88\%','16.77\%','18.62\%','19.36\%','21.59\%','21.22\%','20.48\%','16.89\%','5.99\%','20.99\%','7.90\%','22.11\%','8.49\%','17.99\%','15.23\%','19.69\%','15.62\%','6.99\%','14.79\%','12.42\%','18.79\%','20.62\%','17.49\%','7.91\%','22.85\%','13.84\%','21.74\%','22.94\%','21.36\%','8.90\%','11.71\%','23.59\%','18.07\%','20.20\%','16.11\%','12.12\%','9.67\%','18.49\%','24.40\%','21.82\%','19.03\%','11.63\%','7.42\%','16.59\%','24.59\%','20.69\%','23.22\%','21.48\%','12.62\%','19.39\%','22.64\%','17.54\%','21.67\%','20.30\%','9.91\%','17.27\%','19.42\%','16.29\%','22.06\%','15.27\%','18.64\%','10.65\%','14.65\%','19.91\%','22.35\%','21.28\%','20.89\%','22.74\%','23.13\%','23.91\%','23.52\%','24.11\%'}
@attribute installment numeric
@attribute grade {B,C,A,D,E,F,G}
@attribute sub_grade {B4,B5,C2,C3,B3,C5,A5,D2,B1,C4,D3,A4,A3,C1,E4,D4,B2,A2,E2,F4,E1,D1,F1,F2,A1,F3,E5,D5,E3,G5,F5,G1,G4,G3,G2}
@attribute length numeric
@attribute home_ownership {RENT,OWN,MORTGAGE,NONE,OTHER}
@attribute annual_inc numeric
@attribute is_inc_v {Verified,'Not Verified','Source Verified'}
@attribute purpose {debt_consolidation,credit_card,car,home_improvement,small_business,major_purchase,moving,other,house,vacation,educational,wedding,medical,renewable_energy}
@attribute addr_state {CA,NY,TX,CT,MD,MA,MI,KY,MS,KS,GA,NC,NJ,WA,OH,AZ,IL,CO,WI,FL,IN,VA,ME,NE,NM,MO,UT,LA,SC,AL,TN,NH,SD,DE,WY,OR,MN,DC,HI,NV,VT,IA,ID,RI,PA,AR,OK,AK,MT,WV}
@attribute dti numeric
@attribute delinq_2yrs numeric
@attribute fico_range_low numeric
@attribute fico_range_high numeric
@attribute inq_last_6mths numeric
@attribute mths_since_last_delinq numeric
@attribute mths_since_last_record numeric
@attribute open_acc numeric
@attribute pub_rec numeric
@attribute revol_bal numeric
@attribute total_acc numeric
@attribute last_fico_range_high numeric
@attribute last_fico_range_low numeric
@attribute 'good loan' {yes,no}

@data
4000,4000,4000,36,'11.49\%',131.89,B,B4,3,MORTGAGE,170000,'Not Verified',vacation,TX,4.31,0,695,699,3,69,0,11,0,26708,29,774,770,yes
4000,4000,4000,60,'16.82\%',99.03,E,E2,3,RENT,42840,'Source Verified',other,PA,6.75,0,660,664,3,0,0,6,0,3115,12,609,605,yes
13000,13000,12975,60,'11.86\%',288.26,B,B5,7,MORTGAGE,55000,Verified,debt_consolidation,GA,11.89,0,715,719,1,0,0,9,0,13750,18,774,770,yes
2100,2100,2100,60,'16.32\%',51.43,D,D5,4,MORTGAGE,75000,'Not Verified',debt_consolidation,OH,17.12,1,665,669,1,9,0,8,0,10222,18,599,595,yes
5000,5000,5000,36,'7.14\%',154.71,A,A3,12,OWN,30000,'Source Verified',small_business,NY,1.4,0,785,789,0,56,0,5,0,510,12,799,795,yes
10000,10000,9875,36,'7.14\%',309.42,A,A3,0.5,MORTGAGE,90000,'Not Verified',major_purchase,DC,7.55,0,775,779,0,0,0,9,0,1902,12,734,730,yes
6000,6000,6000,36,'17.19\%',214.49,E,E3,2,RENT,50004,'Source Verified',debt_consolidation,LA,20.78,0,670,674,1,0,0,9,0,16991,12,699,695,yes
12000,12000,12000,36,'14.72\%',414.35,C,C5,12,MORTGAGE,75000,Verified,debt_consolidation,GA,20,1,675,679,1,18,0,9,0,9677,48,699,695,yes
4500,4500,4200,36,'6.39\%',137.7,A,A1,0,RENT,51372,'Not Verified',debt_consolidation,NH,10.63,0,780,784,0,0,0,8,0,4904,24,834,830,yes
12000,12000,11700.9438,60,'15.58\%',289.15,D,D3,3,RENT,76000,'Source Verified',credit_card,WI,13.61,0,690,694,3,33,0,6,0,21240,16,674,670,yes
8000,8000,8000,60,'18.67\%',206.08,F,F2,6,RENT,30000,'Not Verified',educational,CA,5.56,0,660,664,2,0,0,5,0,5770,5,694,690,yes
16000,16000,14475,60,'17.56\%',402.48,E,E4,12,MORTGAGE,304000,'Source Verified',debt_consolidation,TX,3.71,0,670,674,3,0,0,8,0,2936,17,499,0,yes
10000,10000,9676.206545,60,'11.49\%',219.88,B,B4,12,RENT,160396,'Source Verified',small_business,NY,9.39,0,725,729,2,0,0,11,0,29792,24,714,710,yes
9250,9250,9225,36,'10.75\%',301.74,B,B2,2,OWN,27996,'Not Verified',debt_consolidation,MI,23.66,0,720,724,1,0,0,6,0,7003,13,684,680,yes
10000,10000,9950,60,'11.49\%',219.88,B,B4,2,MORTGAGE,82000,Verified,home_improvement,CA,21.12,0,720,724,3,0,0,15,0,17547,43,709,705,yes
4750,4750,4700,36,'6.39\%',145.35,A,A1,12,OWN,45000,'Not Verified',home_improvement,PA,19.68,0,800,804,1,0,0,11,0,2339,21,699,695,yes
24000,24000,23896.1901,36,'14.35\%',824.35,C,C4,12,MORTGAGE,80000,Verified,moving,NY,15.45,1,705,709,1,22,0,13,0,11587,34,719,715,yes
13000,13000,12950,36,'7.88\%',406.66,A,A5,2,MORTGAGE,37000,Verified,debt_consolidation,FL,19.39,0,735,739,0,0,0,10,0,14033,15,724,720,yes
8000,8000,7899.683879,60,'10.38\%',171.48,B,B1,3,MORTGAGE,60000,'Not Verified',home_improvement,MO,11.44,0,765,769,2,44,0,10,0,3083,18,804,800,yes
3000,3000,3000,60,'17.19\%',74.87,E,E3,5,MORTGAGE,75000,'Not Verified',home_improvement,CA,3.62,0,665,669,1,0,0,7,0,7408,9,779,775,yes
15000,15000,14518.61091,60,'17.56\%',377.33,E,E4,1,MORTGAGE,52000,'Source Verified',debt_consolidation,NY,12.78,0,670,674,3,25,0,16,0,4764,39,749,745,yes
25000,25000,24900,36,'10.75\%',815.52,B,B2,5,MORTGAGE,220000,'Source Verified',debt_consolidation,CT,12.1,0,775,779,4,0,0,21,0,19008,51,774,770,yes
7000,7000,7000,36,'13.98\%',239.18,C,C3,6,MORTGAGE,51996,Verified,debt_consolidation,FL,15.97,0,675,679,1,74,0,14,0,8633,25,614,610,yes
7000,7000,7000,36,'15.95\%',245.93,D,D4,12,RENT,61392,Verified,debt_consolidation,WA,14.43,0,670,674,0,40,105,5,1,1894,11,679,675,yes
19750,19750,19750,36,'13.61\%',671.28,C,C2,12,MORTGAGE,90000,Verified,debt_consolidation,CT,21.16,0,705,709,0,0,0,12,0,30383,32,599,595,yes
7000,7000,6975,36,'10.38\%',227.13,B,B1,2,RENT,22500,'Source Verified',debt_consolidation,IL,24.59,0,725,729,1,0,0,5,0,9314,8,714,710,yes
6000,6000,5875,60,'10.38\%',128.61,B,B1,2,MORTGAGE,49000,'Not Verified',car,PA,15.67,0,760,764,0,0,0,6,0,18272,30,749,745,yes
5000,5000,5000,36,'7.88\%',156.41,A,A5,0.5,RENT,45000,'Source Verified',debt_consolidation,NY,4.88,0,720,724,2,0,0,8,0,6621,10,734,730,yes
10000,10000,9676.035653,60,'11.49\%',219.88,B,B4,8,MORTGAGE,52000,'Source Verified',debt_consolidation,NJ,22.06,1,725,729,0,21,0,10,0,14144,24,714,710,yes
2800,2800,2800,36,'6.76\%',86.15,A,A2,0,RENT,40000,'Not Verified',major_purchase,VA,4.08,0,780,784,2,0,0,8,0,302,17,774,770,yes
19200,19200,19075,36,'7.88\%',600.6,A,A5,3,RENT,60000,'Source Verified',credit_card,NY,19.06,0,745,749,0,0,0,11,0,6412,30,804,800,yes
24000,15450,14048.83,60,'16.32\%',378.35,D,D5,1,RENT,50000,'Source Verified',debt_consolidation,MD,13.3,0,705,709,0,0,0,12,0,11029,15,759,755,yes
25000,25000,24950,60,'17.56\%',628.87,E,E4,6,MORTGAGE,102000,Verified,credit_card,MO,19.6,0,695,699,3,0,0,18,0,41694,52,749,745,yes
1800,1800,1800,36,'6.76\%',55.39,A,A2,6,MORTGAGE,28500,Verified,credit_card,CO,1.01,0,775,779,1,0,0,5,0,888,22,759,755,yes
2075,2075,2075,36,'7.88\%',64.91,A,A5,4,MORTGAGE,20400,'Not Verified',medical,IL,17.06,0,725,729,2,0,0,12,0,11521,17,609,605,yes
4650,4650,4650,36,'7.88\%',145.46,A,A5,3,MORTGAGE,35100,'Not Verified',car,CO,15.93,0,710,714,2,0,0,6,0,7806,10,529,525,yes
3000,3000,3000,36,'14.35\%',103.05,C,C4,4,RENT,39996,'Not Verified',other,NY,7.38,0,675,679,0,0,0,12,0,8229,13,719,715,yes
20000,20000,19994.57171,36,'11.12\%',655.92,B,B3,0,OWN,60000,Verified,debt_consolidation,VA,9.12,0,720,724,1,0,117,10,1,17410,22,724,720,yes
8500,8500,8500,36,'15.21\%',295.54,D,D2,2,MORTGAGE,42996,Verified,debt_consolidation,TX,11.39,1,660,664,2,13,0,11,0,6174,25,664,660,yes
4000,4000,4000,60,'14.83\%',94.81,D,D3,3,RENT,20000,'Source Verified',debt_consolidation,CA,23.34,0,690,694,0,39,0,3,0,16195,9,649,645,yes
6000,6000,6000,36,'10.38\%',194.68,B,B1,12,MORTGAGE,120000,'Source Verified',debt_consolidation,FL,15.74,0,715,719,1,0,0,11,0,14806,33,709,705,yes
12000,12000,12000,36,'11.49\%',395.66,B,B4,12,MORTGAGE,90000,Verified,debt_consolidation,NM,9.48,0,720,724,0,41,0,22,0,16776,63,589,585,yes
6000,6000,5975,36,'7.51\%',186.67,A,A4,0.5,RENT,40000,'Not Verified',car,VA,20.22,0,735,739,0,0,0,7,0,2322,13,729,725,yes
4000,4000,4000,36,'13.98\%',136.68,C,C3,1,MORTGAGE,54000,'Not Verified',renewable_energy,MN,17.89,0,680,684,2,72,0,6,0,14710,15,694,690,yes
5600,5600,5600,36,'11.86\%',185.63,B,B5,2,OWN,50000,'Not Verified',debt_consolidation,CA,13.56,0,685,689,3,0,0,13,0,493,20,674,670,yes
4000,4000,4000,36,'7.88\%',125.13,A,A5,0.5,RENT,60000,'Not Verified',debt_consolidation,NY,7.64,0,715,719,1,0,0,7,0,9689,8,704,700,yes
2550,2550,2550,36,'11.86\%',84.53,B,B5,5,OWN,48000,'Not Verified',home_improvement,FL,12.65,0,680,684,3,70,0,8,0,4915,23,789,785,yes
16000,12950,10900,60,'16.32\%',317.13,D,D5,9,MORTGAGE,96000,'Source Verified',credit_card,OH,3.69,0,685,689,0,0,106,10,1,14526,20,674,670,yes
15000,15000,14975,36,'7.88\%',469.22,A,A5,0.5,MORTGAGE,90000,Verified,debt_consolidation,WI,12.17,0,765,769,2,0,0,20,0,13641,49,719,715,yes
15000,15000,15000,36,'7.88\%',469.22,A,A5,6,MORTGAGE,64000,Verified,home_improvement,MN,1.52,0,785,789,2,0,0,6,0,5167,25,799,795,yes
13000,13000,12975,60,'16.82\%',321.83,E,E2,9,RENT,42000,Verified,debt_consolidation,OH,22.09,0,675,679,3,0,0,12,0,8107,27,559,555,yes
7300,7300,7300,36,'7.88\%',228.36,A,A5,7,RENT,37086,Verified,credit_card,FL,11.78,0,735,739,0,0,0,5,0,13459,17,729,725,yes
10000,10000,9975,36,'17.19\%',357.48,E,E3,0,RENT,57000,'Not Verified',debt_consolidation,NY,8.38,0,680,684,1,0,0,5,0,12779,7,699,695,yes
2800,2800,2775,36,'10.38\%',90.85,B,B1,5,RENT,28800,'Not Verified',debt_consolidation,NJ,17.79,0,720,724,0,25,0,5,0,10052,14,554,550,yes
7000,7000,7000,36,'7.14\%',216.59,A,A3,2,MORTGAGE,45000,Verified,credit_card,CO,23.33,0,765,769,0,0,0,8,0,10412,31,754,750,yes
14000,14000,12955.23056,60,'15.95\%',340.09,D,D4,6,RENT,250000,Verified,other,NY,13.85,0,705,709,0,0,0,6,0,28093,11,639,635,yes
14400,14400,14300,60,'11.86\%',319.31,B,B5,1,RENT,47000,Verified,debt_consolidation,AZ,19.76,0,720,724,1,0,0,6,0,18791,8,644,640,yes
10000,10000,9768.929931,60,'11.49\%',219.88,B,B4,2,RENT,60000,'Source Verified',small_business,CA,6.7,0,725,729,1,0,0,7,0,4496,7,534,530,yes
2800,2800,2800,36,'13.61\%',95.17,C,C2,1,RENT,50000,Verified,debt_consolidation,LA,13.08,0,680,684,2,42,109,8,1,7171,23,649,645,yes
15000,15000,15000,36,'7.88\%',469.22,A,A5,12,MORTGAGE,75000,'Source Verified',debt_consolidation,OK,9.22,0,765,769,2,0,0,6,0,9585,18,809,805,yes
4000,4000,4000,36,'11.12\%',131.19,B,B3,1,RENT,51000,Verified,car,MD,12.73,0,700,704,0,0,0,12,0,6311,12,684,680,yes
5000,5000,5000,36,'7.14\%',154.71,A,A3,1,RENT,38500,'Not Verified',car,NJ,5.49,0,760,764,0,0,0,7,0,2323,14,799,795,yes
16500,16500,16325,36,'10.75\%',538.24,B,B2,4,RENT,40428,Verified,debt_consolidation,NY,17.36,0,725,729,1,76,0,11,0,12854,20,829,825,yes
1000,1000,1000,36,'13.98\%',34.17,C,C3,0.5,RENT,11760,'Not Verified',debt_consolidation,NY,6.63,0,695,699,1,0,0,5,0,353,5,674,670,yes
20000,20000,19925,36,'10.75\%',652.41,B,B2,12,MORTGAGE,54538,Verified,debt_consolidation,OK,21.83,0,740,744,0,0,0,8,0,22530,19,669,665,yes
16000,16000,15720.59338,60,'11.86\%',354.79,B,B5,2,MORTGAGE,102000,'Source Verified',medical,AZ,12.74,0,720,724,1,0,0,9,0,4445,14,734,730,yes
24000,24000,21475,60,'11.49\%',527.71,B,B4,1,RENT,60000,'Source Verified',wedding,TX,19.94,0,765,769,0,0,0,9,0,22253,27,759,755,yes
25000,25000,24511.51146,60,'13.98\%',581.45,C,C3,3,MORTGAGE,69996,Verified,debt_consolidation,CA,12.86,0,720,724,0,61,0,7,0,13862,17,634,630,yes
6000,6000,5975,60,'10.75\%',129.71,B,B2,5,RENT,57600,'Not Verified',car,MO,21.98,0,740,744,1,79,0,11,0,39599,34,739,735,yes
9250,9250,9250,36,'11.86\%',306.62,B,B5,0.5,MORTGAGE,120000,'Not Verified',wedding,CA,9.47,0,710,714,2,0,0,7,0,21343,33,719,715,yes
25000,25000,24429.72292,60,'13.98\%',581.45,C,C3,6,MORTGAGE,54600,Verified,home_improvement,PA,17.52,0,715,719,3,0,0,10,0,4198,11,764,760,yes
9950,9950,9925,36,'7.88\%',311.25,A,A5,4,RENT,86000,'Not Verified',other,CA,4.79,0,720,724,0,0,0,14,0,28089,19,729,725,yes
5325,5325,5325,36,'7.88\%',166.58,A,A5,12,MORTGAGE,90000,'Not Verified',debt_consolidation,MA,15.11,0,725,729,0,0,0,8,0,15438,19,714,710,yes
1000,1000,1000,60,'13.98\%',23.26,C,C3,6,RENT,39000,'Not Verified',debt_consolidation,CA,13.29,0,710,714,0,0,0,6,0,5490,17,699,695,yes
1200,1200,1200,36,'13.61\%',40.79,C,C2,12,RENT,53000,Verified,debt_consolidation,NY,18.18,0,680,684,1,37,0,22,0,11623,36,694,690,yes
4000,4000,4000,60,'10.75\%',86.48,B,B2,0,RENT,13212,'Source Verified',car,CA,6.27,0,770,774,0,0,0,4,0,1058,8,754,750,yes
7000,7000,7000,36,'7.14\%',216.59,A,A3,2,RENT,44000,'Not Verified',credit_card,AZ,10.61,0,745,749,0,0,0,10,0,6601,27,644,640,yes
7200,7200,7200,60,'11.49\%',158.32,B,B4,6,RENT,35328,'Source Verified',debt_consolidation,CA,16.78,0,715,719,0,0,0,11,0,5459,22,734,730,yes
16000,10925,10895.52083,36,'5.79\%',331.33,A,A2,0.5,RENT,170000,Verified,major_purchase,CA,11.52,0,780,784,1,0,0,17,0,8146,30,804,800,yes
3000,3000,3000,36,'11.12\%',98.39,B,B3,2,RENT,180000,Verified,other,GA,19.73,0,695,699,0,43,0,12,0,50434,34,714,710,yes
10000,10000,10000,36,'13.23\%',338.05,C,C1,1,RENT,51996,'Source Verified',debt_consolidation,CA,12.53,0,695,699,2,0,0,8,0,9177,16,609,605,yes
12300,12300,12300,60,'10.75\%',265.91,B,B2,3,RENT,28080,'Not Verified',debt_consolidation,CA,19.53,0,760,764,0,0,0,6,0,8316,12,739,735,yes
1675,1675,1675,36,'15.21\%',58.24,D,D2,1,RENT,28800,'Not Verified',car,FL,11.08,0,665,669,0,0,0,5,0,10228,8,684,680,yes
5600,5600,5600,36,'15.21\%',194.71,D,D2,9,OWN,96000,'Source Verified',other,CA,16.98,0,660,664,0,0,0,16,0,16266,40,704,700,yes
10000,10000,10000,36,'7.14\%',309.42,A,A3,12,MORTGAGE,106000,Verified,credit_card,CT,8.2,0,780,784,0,0,0,14,0,18671,40,729,725,yes
4500,4500,4475,36,'7.51\%',140,A,A4,12,MORTGAGE,84906,'Not Verified',small_business,VA,20.27,0,720,724,2,0,0,15,0,68618,24,569,565,yes
8700,8700,8600,36,'6.76\%',267.68,A,A2,5,MORTGAGE,72000,'Source Verified',debt_consolidation,KY,9.07,0,790,794,1,0,0,9,0,20104,36,784,780,yes
5000,5000,4975,36,'11.86\%',165.74,B,B5,3,RENT,54996,'Source Verified',debt_consolidation,NY,13.18,0,685,689,3,0,0,6,0,16352,12,644,640,yes
8000,8000,8000,60,'15.21\%',191.21,D,D2,2,MORTGAGE,39996,'Source Verified',debt_consolidation,NY,21.69,3,685,689,1,10,0,11,0,3776,35,689,685,yes
6875,6875,6825,36,'11.86\%',227.89,B,B5,5,RENT,80266,'Source Verified',wedding,CA,6.19,0,695,699,0,56,0,7,0,1184,17,699,695,yes
8000,8000,7850.837327,60,'11.12\%',174.42,B,B3,3,RENT,38790,Verified,debt_consolidation,VT,14.42,0,725,729,0,0,0,11,0,10446,19,744,740,yes
8000,8000,8000,36,'19.79\%',296.46,F,F5,0.5,RENT,41000,'Source Verified',other,FL,3.4,0,675,679,1,0,0,3,0,5068,5,704,700,yes
5500,5500,5475,60,'16.32\%',134.69,D,D5,0,RENT,18000,'Source Verified',debt_consolidation,MI,17.2,0,670,674,0,48,0,6,0,7773,11,679,675,yes
20000,20000,19898.13905,36,'7.88\%',625.63,A,A5,12,RENT,889000,'Source Verified',debt_consolidation,NY,0.92,0,770,774,1,0,0,12,0,12186,26,789,785,yes
8000,8000,8000,36,'7.51\%',248.89,A,A4,12,MORTGAGE,84000,'Not Verified',debt_consolidation,NJ,6.31,0,740,744,2,47,0,14,0,10408,26,744,740,yes
12000,12000,12000,36,'11.86\%',397.77,B,B5,12,MORTGAGE,37000,'Not Verified',home_improvement,OH,12.52,0,700,704,0,0,118,17,1,8919,23,574,570,yes
10000,10000,10000,60,'16.32\%',244.89,D,D5,0,RENT,27480,'Not Verified',home_improvement,WV,14.8,0,685,689,2,0,107,5,1,394,8,564,560,yes
5600,5600,5600,36,'14.84\%',193.69,D,D1,3,RENT,30000,'Not Verified',debt_consolidation,NJ,14.04,0,665,669,0,27,0,8,0,3048,14,609,605,yes
25000,25000,24655.75573,60,'13.98\%',581.45,C,C3,12,RENT,68640,Verified,debt_consolidation,CA,18.5,0,715,719,0,0,0,20,0,18886,45,829,825,yes
16800,16800,16800,60,'16.45\%',412.58,E,E1,12,RENT,57000,'Source Verified',debt_consolidation,NJ,16.99,0,680,684,2,0,69,6,1,5512,30,809,805,yes
5000,5000,5000,60,'17.56\%',125.78,E,E4,12,MORTGAGE,27600,'Source Verified',home_improvement,NY,14.7,1,675,679,0,7,0,2,0,440,6,639,635,yes
2000,2000,2000,36,'13.61\%',67.98,C,C2,1,RENT,26400,'Not Verified',debt_consolidation,GA,3.95,0,690,694,1,68,90,3,1,1231,18,574,570,yes
16750,16750,16675,36,'14.35\%',575.33,C,C4,0.5,MORTGAGE,84996,Verified,debt_consolidation,AL,23.11,0,690,694,1,57,0,8,0,34479,29,724,720,yes
13000,13000,12898.13905,36,'7.88\%',406.66,A,A5,12,MORTGAGE,100000,'Not Verified',credit_card,NY,16.7,0,740,744,0,0,0,16,0,45101,43,739,735,yes
25000,25000,24670.5965,60,'11.86\%',554.35,B,B5,3,RENT,56000,Verified,debt_consolidation,CA,14.23,0,750,754,1,0,0,13,0,10554,25,739,735,yes
9250,9250,9200,36,'11.12\%',303.36,B,B3,6,MORTGAGE,42000,'Source Verified',debt_consolidation,CO,24.09,0,710,714,1,0,0,9,0,27653,16,669,665,yes
6000,6000,5994.969981,36,'7.51\%',186.67,A,A4,5,MORTGAGE,38400,'Not Verified',car,NM,10.72,0,760,764,1,0,0,5,0,1251,13,814,810,yes
3000,3000,2997.236145,60,'7.88\%',60.66,A,A5,8,MORTGAGE,34800,'Source Verified',home_improvement,MI,0.86,0,810,814,2,0,0,9,0,477,30,839,835,yes
9700,9700,9675,60,'16.45\%',238.22,E,E1,5,MORTGAGE,68000,Verified,credit_card,NJ,24.85,0,695,699,1,0,0,8,0,52910,19,694,690,yes
3025,3025,3025,36,'15.95\%',106.28,D,D4,2,MORTGAGE,27000,Verified,other,FL,2,0,690,694,0,34,0,3,0,210,3,749,745,yes
9000,9000,8772.236145,60,'7.88\%',181.98,A,A5,12,OWN,60000,Verified,debt_consolidation,SC,2.3,0,800,804,0,0,0,8,0,6535,28,754,750,yes
1500,1500,1500,36,'6.76\%',46.16,A,A2,2,OWN,25000,'Source Verified',vacation,TX,5.09,0,780,784,0,0,0,8,0,33,18,679,675,yes
8000,8000,8000,36,'13.23\%',270.44,C,C1,12,OWN,89520,'Not Verified',home_improvement,CT,8.86,0,705,709,0,0,0,5,0,9848,12,659,655,yes
9975,9975,9946.251115,36,'7.51\%',310.34,A,A4,0.5,RENT,65000,'Not Verified',other,NJ,14.55,0,735,739,0,0,0,10,0,6721,29,809,805,yes
1000,1000,1000,36,'13.98\%',34.17,C,C3,1,RENT,12000,'Source Verified',other,NY,14.6,0,700,704,0,0,0,4,0,479,4,724,720,yes
8000,8000,8000,36,'13.61\%',271.91,C,C2,2,RENT,24000,'Source Verified',other,NY,19.3,0,685,689,0,0,0,10,0,7182,12,549,545,yes
25000,25000,24520.5965,60,'11.86\%',554.35,B,B5,4,MORTGAGE,86000,Verified,debt_consolidation,NV,16.51,0,750,754,0,0,0,9,0,44197,35,704,700,yes
6400,6400,6400,60,'17.19\%',159.72,E,E3,6,RENT,54000,'Not Verified',vacation,CO,10.04,0,670,674,2,0,0,5,0,2824,9,714,710,yes
4800,4800,4775,60,'15.21\%',114.73,D,D2,0,MORTGAGE,33600,Verified,car,FL,20.79,0,680,684,2,70,0,13,0,1757,21,654,650,yes
11000,11000,10950,60,'11.49\%',241.87,B,B4,3,RENT,28560,'Not Verified',car,NY,1.68,0,750,754,3,0,0,6,0,1407,9,679,675,yes
3000,3000,3000,36,'15.58\%',104.86,D,D3,0,RENT,25200,'Not Verified',debt_consolidation,CO,10.38,0,670,674,1,55,0,5,0,2202,10,499,0,yes
15000,15000,14750,36,'7.88\%',469.22,A,A5,4,RENT,74872,'Source Verified',wedding,VA,18.06,0,755,759,0,0,0,10,0,8731,21,704,700,yes
16100,16100,14265.28643,60,'17.93\%',408.23,E,E5,12,MORTGAGE,94848,'Source Verified',debt_consolidation,NJ,9,0,665,669,2,0,0,13,0,20618,38,619,615,yes
7000,7000,6875,36,'7.88\%',218.97,A,A5,5,MORTGAGE,66352,'Source Verified',debt_consolidation,MN,8.25,0,720,724,1,0,0,13,0,4575,14,714,710,yes
8000,8000,8000,60,'10.38\%',171.48,B,B1,2,RENT,28000,'Source Verified',debt_consolidation,AR,19.8,0,765,769,1,0,0,12,0,9345,26,724,720,yes
