@relation 'LoanStats-weka.filters.unsupervised.attribute.Remove-R49-57-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Remove-R18-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R38-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Remove-R35-weka.filters.unsupervised.attribute.Remove-R13,32-35-weka.filters.unsupervised.attribute.Remove-R27-30-weka.filters.unsupervised.attribute.Remove-R26-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N10-F1'

@attribute loan_amnt numeric
@attribute funded_amnt numeric
@attribute funded_amnt_inv numeric
@attribute term numeric
@attribute int_rate {'11.89\%','10.71\%','13.11\%','13.57\%','10.08\%','14.26\%','7.88\%','14.96\%','9.88\%','11.14\%','11.34\%','12.21\%','13.47\%','11.49\%','13.24\%','8.59\%','7.14\%','8.63\%','11.03\%','13.17\%','8.94\%','10.39\%','15.13\%','8.00\%','15.33\%','13.55\%','12.29\%','9.01\%','7.43\%','13.75\%','8.07\%','10.28\%','8.70\%','11.22\%','9.96\%','9.33\%','8.38\%','7.75\%','10.59\%','15.96\%','11.54\%','13.43\%','12.49\%','9.64\%','11.86\%','15.01\%','12.80\%','10.91\%','12.17\%','7.12\%','14.38\%','15.65\%','14.67\%','13.12\%','14.70\%','14.07\%','10.14\%','10.46\%','13.30\%','9.83\%','13.93\%','9.20\%','12.36\%','13.62\%','10.78\%','15.83\%','11.09\%','11.41\%','12.67\%','12.04\%','9.51\%','11.72\%','12.99\%','14.88\%','15.20\%','14.25\%','18.36\%','16.15\%','6.00\%','8.32\%','12.61\%','9.45\%','11.97\%','13.87\%','9.76\%','12.92\%','7.37\%','7.68\%','11.66\%','14.18\%','15.45\%','14.82\%','17.03\%','14.50\%','16.71\%','15.76\%','16.08\%','16.40\%','17.34\%','10.51\%','15.70\%','7.49\%','12.22\%','12.73\%','13.79\%','11.12\%','12.53\%','11.28\%','12.86\%','12.87\%','9.70\%','10.01\%','15.38\%','11.91\%','12.54\%','11.59\%','13.80\%','10.96\%','10.64\%','13.49\%','10.33\%','14.75\%','16.01\%','15.07\%','14.12\%','16.33\%','16.96\%','11.46\%','13.04\%','12.72\%','10.25\%','12.09\%','10.83\%','11.78\%','12.41\%','15.88\%','9.07\%','10.20\%','13.36\%','15.57\%','9.38\%','14.93\%','14.62\%','13.67\%','9.63\%','11.26\%','14.42\%','11.48\%','13.99\%','15.25\%','14.30\%','13.92\%','19.04\%','13.23\%','18.72\%','16.20\%','10.38\%','17.15\%','15.68\%','14.54\%','10.62\%','17.46\%','9.32\%','14.11\%','15.05\%','13.16\%','16.00\%','11.58\%','12.84\%','10.95\%','16.95\%','14.74\%','9.62\%','15.37\%','16.32\%','7.51\%','14.22\%','12.18\%','16.63\%','17.26\%','18.53\%','13.48\%','15.31\%','16.35\%','17.90\%','17.58\%','18.43\%','15.95\%','18.30\%','18.21\%','11.83\%','7.40\%','16.07\%','16.82\%','7.74\%','13.22\%','20.86\%','10.36\%','14.61\%','13.85\%','10.99\%','19.16\%','16.49\%','18.84\%','20.11\%','14.59\%','16.70\%','19.79\%','17.39\%','17.04\%','19.13\%','17.74\%','7.05\%','9.25\%','18.78\%','18.09\%','13.98\%','20.17\%','19.82\%','19.47\%','7.66\%','11.36\%','21.21\%','6.03\%','6.76\%','17.93\%','20.52\%','14.84\%','17.19\%','11.11\%','12.98\%','17.56\%','6.39\%','16.45\%','20.90\%','20.16\%','7.29\%','19.41\%','18.67\%','21.27\%','14.72\%','15.58\%','20.53\%','6.17\%','15.21\%','10.75\%','13.61\%','16.02\%','14.35\%','6.54\%','5.79\%','10.74\%','9.99\%','6.91\%','13.35\%','8.88\%','18.99\%','10.37\%','12.68\%','18.39\%','14.91\%','21.64\%','14.09\%','14.27\%','14.83\%','5.42\%','17.06\%','18.17\%','13.72\%','20.40\%','14.46\%','12.23\%','17.43\%','16.69\%','17.80\%','21.14\%','15.28\%','19.29\%','18.91\%','18.54\%','20.03\%','20.77\%','19.66\%','15.99\%','22.48\%','13.06\%','18.25\%','20.85\%','17.44\%','12.69\%','10.00\%','11.99\%','6.62\%','20.25\%','19.74\%','14.17\%','6.92\%','17.14\%','17.51\%','17.88\%','16.77\%','18.62\%','19.36\%','21.59\%','21.22\%','20.48\%','16.89\%','5.99\%','20.99\%','7.90\%','22.11\%','8.49\%','17.99\%','15.23\%','19.69\%','15.62\%','6.99\%','14.79\%','12.42\%','18.79\%','20.62\%','17.49\%','7.91\%','22.85\%','13.84\%','21.74\%','22.94\%','21.36\%','8.90\%','11.71\%','23.59\%','18.07\%','20.20\%','16.11\%','12.12\%','9.67\%','18.49\%','24.40\%','21.82\%','19.03\%','11.63\%','7.42\%','16.59\%','24.59\%','20.69\%','23.22\%','21.48\%','12.62\%','19.39\%','22.64\%','17.54\%','21.67\%','20.30\%','9.91\%','17.27\%','19.42\%','16.29\%','22.06\%','15.27\%','18.64\%','10.65\%','14.65\%','19.91\%','22.35\%','21.28\%','20.89\%','22.74\%','23.13\%','23.91\%','23.52\%','24.11\%'}
@attribute installment numeric
@attribute grade {B,C,A,D,E,F,G}
@attribute sub_grade {B4,B5,C2,C3,B3,C5,A5,D2,B1,C4,D3,A4,A3,C1,E4,D4,B2,A2,E2,F4,E1,D1,F1,F2,A1,F3,E5,D5,E3,G5,F5,G1,G4,G3,G2}
@attribute length numeric
@attribute home_ownership {RENT,OWN,MORTGAGE,NONE,OTHER}
@attribute annual_inc numeric
@attribute is_inc_v {Verified,'Not Verified','Source Verified'}
@attribute purpose {debt_consolidation,credit_card,car,home_improvement,small_business,major_purchase,moving,other,house,vacation,educational,wedding,medical,renewable_energy}
@attribute addr_state {CA,NY,TX,CT,MD,MA,MI,KY,MS,KS,GA,NC,NJ,WA,OH,AZ,IL,CO,WI,FL,IN,VA,ME,NE,NM,MO,UT,LA,SC,AL,TN,NH,SD,DE,WY,OR,MN,DC,HI,NV,VT,IA,ID,RI,PA,AR,OK,AK,MT,WV}
@attribute dti numeric
@attribute delinq_2yrs numeric
@attribute fico_range_low numeric
@attribute fico_range_high numeric
@attribute inq_last_6mths numeric
@attribute mths_since_last_delinq numeric
@attribute mths_since_last_record numeric
@attribute open_acc numeric
@attribute pub_rec numeric
@attribute revol_bal numeric
@attribute total_acc numeric
@attribute last_fico_range_high numeric
@attribute last_fico_range_low numeric
@attribute 'good loan' {yes,no}

@data
5500,5500,5500,36,'12.69\%',184.5,B,B5,0.5,RENT,20000,Verified,debt_consolidation,OH,21.24,0,680,684,1,0,0,7,0,5056,10,679,675,yes
3000,3000,3000,36,'12.42\%',100.25,B,B4,7,RENT,30000,'Source Verified',other,SC,6.4,0,690,694,0,57,0,2,0,659,4,609,605,yes
22000,22000,21975,60,'18.25\%',561.66,D,D5,5,MORTGAGE,92000,Verified,other,NC,19.64,2,685,689,2,21,0,15,0,9191,20,644,640,yes
10000,10000,10000,36,'11.71\%',330.76,B,B3,0,RENT,45000,'Not Verified',debt_consolidation,WA,26.13,0,725,729,2,0,0,8,0,16794,10,699,695,yes
18000,18000,18000,36,'12.42\%',601.48,B,B4,1,RENT,50000,Verified,debt_consolidation,IL,23.45,0,695,699,0,0,0,11,0,18741,19,714,710,yes
30000,30000,29975,36,'16.77\%',1066.16,D,D2,0.5,OWN,102000,Verified,debt_consolidation,CA,13.73,0,700,704,1,0,116,10,1,11143,19,699,695,yes
2000,2000,2000,36,'10.65\%',65.15,B,B2,4,RENT,14400,'Not Verified',debt_consolidation,GA,6.67,0,715,719,0,0,0,3,0,894,7,679,675,yes
25000,25000,24950,60,'14.27\%',585.22,C,C2,0,MORTGAGE,117000,Verified,debt_consolidation,IL,12.71,0,740,744,1,0,0,12,0,29323,39,769,765,yes
25000,25000,25000,60,'15.27\%',598.3,C,C4,12,MORTGAGE,150000,'Source Verified',debt_consolidation,NV,9.88,0,720,724,1,0,0,6,0,19765,24,734,730,yes
10000,10000,9925,36,'6.03\%',304.36,A,A1,12,MORTGAGE,60000,'Not Verified',major_purchase,CA,14.84,0,790,794,0,0,0,8,0,1440,19,824,820,yes
32000,32000,31975,60,'20.89\%',863.73,F,F1,12,OWN,100000,Verified,car,NY,18.84,0,680,684,1,67,0,12,0,11749,24,589,585,yes
5300,5300,5300,36,'8.90\%',168.3,A,A5,4,RENT,36000,'Source Verified',debt_consolidation,OH,15.2,0,700,704,0,0,0,8,0,16843,14,754,750,yes
17200,17200,17200,36,'17.58\%',618.21,D,D4,12,RENT,95000,'Source Verified',debt_consolidation,TX,8.98,0,675,679,0,0,0,12,0,11585,17,564,560,yes
3000,3000,3000,36,'14.65\%',103.49,C,C3,0.5,MORTGAGE,68000,'Source Verified',debt_consolidation,MI,5.19,0,670,674,1,60,0,5,0,6059,15,669,665,yes
27000,27000,26750,60,'12.42\%',606.35,B,B4,7,MORTGAGE,150000,Verified,credit_card,MA,12.84,0,740,744,0,0,0,13,0,32079,37,744,740,yes
15000,15000,15000,36,'10.65\%',488.6,B,B2,3,RENT,69000,'Not Verified',credit_card,CA,21.58,0,725,729,1,0,0,5,0,16995,19,809,805,yes
15000,15000,14750,36,'10.65\%',488.6,B,B2,6,MORTGAGE,62000,'Not Verified',debt_consolidation,TX,13.14,0,720,724,0,0,0,13,0,16100,38,579,575,yes
12000,12000,11975,36,'7.51\%',373.33,A,A3,12,RENT,90000,Verified,debt_consolidation,MD,11.91,0,735,739,1,0,0,18,0,33702,51,749,745,yes
14400,14400,14400,36,'14.27\%',494.05,C,C2,12,MORTGAGE,108060,'Not Verified',credit_card,IL,7.7,0,680,684,2,73,0,11,0,70524,31,654,650,yes
15600,15600,15600,36,'12.69\%',523.3,B,B5,0.5,RENT,60000,Verified,credit_card,FL,11.42,0,690,694,0,0,0,15,0,13875,20,754,750,yes
11200,11200,11125,36,'10.65\%',364.83,B,B2,12,RENT,83000,Verified,credit_card,CA,10.15,0,700,704,0,24,0,7,0,16259,12,804,800,yes
5000,5000,5000,36,'6.62\%',153.52,A,A2,1,OWN,30000,'Source Verified',wedding,FL,13.76,0,735,739,0,0,0,7,0,6759,14,784,780,yes
8500,8500,8500,36,'10.65\%',276.88,B,B2,12,RENT,50000,'Source Verified',debt_consolidation,NY,16.32,0,720,724,3,0,0,13,0,8088,31,709,705,yes
30000,30000,30000,60,'14.27\%',702.26,C,C2,1,MORTGAGE,70000,Verified,debt_consolidation,NH,17.98,0,745,749,2,0,0,7,0,25756,29,719,715,yes
13500,13500,13475,36,'9.91\%',435.04,B,B1,12,MORTGAGE,57700,Verified,debt_consolidation,HI,20.34,1,725,729,2,23,0,10,0,14643,34,749,745,yes
3800,3800,3800,36,'6.03\%',115.66,A,A1,4,OWN,90000,Verified,other,NJ,21.32,0,780,784,0,0,0,7,0,0,28,804,800,yes
10000,10000,10000,36,'16.77\%',355.39,D,D2,6,OWN,45000,'Source Verified',credit_card,CA,8.43,0,680,684,0,0,0,5,0,9107,15,674,670,yes
6350,6350,6350,60,'11.71\%',140.33,B,B3,4,RENT,49200,'Source Verified',car,CA,4.71,0,735,739,0,0,0,8,0,4852,10,534,530,yes
15000,15000,15000,36,'16.77\%',533.08,D,D2,6,RENT,95000,'Not Verified',debt_consolidation,MD,7.29,0,675,679,1,0,0,5,0,5355,8,694,690,yes
25600,25600,25600,36,'15.96\%',899.52,C,C5,2,RENT,122000,Verified,debt_consolidation,CA,18.01,0,690,694,2,0,0,10,0,34759,43,734,730,yes
16000,16000,16000,60,'12.42\%',359.32,B,B4,12,RENT,40000,'Source Verified',debt_consolidation,NJ,12.39,0,720,724,0,0,0,8,0,18531,27,579,575,yes
3000,3000,3000,36,'7.90\%',93.88,A,A4,3,OWN,35004,'Source Verified',debt_consolidation,MO,15.7,0,730,734,1,0,0,12,0,2689,30,699,695,yes
6500,6500,6500,36,'12.42\%',217.2,B,B4,12,MORTGAGE,97296,'Source Verified',debt_consolidation,CA,11.66,0,685,689,1,36,0,9,0,7466,32,689,685,yes
8000,8000,8000,36,'16.29\%',282.41,D,D1,12,RENT,48000,'Not Verified',debt_consolidation,CA,15.53,0,675,679,1,0,0,6,0,7505,11,739,735,yes
14000,14000,14000,60,'19.91\%',370.22,E,E4,12,MORTGAGE,47000,'Source Verified',debt_consolidation,WA,11.31,0,665,669,1,69,0,8,0,12103,18,659,655,yes
4800,4800,4800,36,'12.42\%',160.4,B,B4,0,RENT,30000,Verified,debt_consolidation,LA,22.88,0,670,674,0,53,0,10,0,3578,24,689,685,yes
20000,20000,20000,36,'14.65\%',689.89,C,C3,12,MORTGAGE,150000,'Source Verified',debt_consolidation,CA,5.62,0,690,694,1,0,0,8,0,11551,20,664,660,yes
13150,13150,13150,36,'6.03\%',400.23,A,A1,2,OWN,72000,'Source Verified',debt_consolidation,MA,15.52,0,765,769,0,0,0,11,0,22109,25,779,775,yes
8875,8875,8875,36,'10.65\%',289.09,B,B2,12,MORTGAGE,33000,Verified,major_purchase,NV,23.75,0,715,719,1,0,0,7,0,9012,18,669,665,yes
6000,6000,6000,36,'12.69\%',201.27,B,B5,12,MORTGAGE,50000,'Source Verified',credit_card,NV,15.31,1,670,674,0,12,0,7,0,15348,24,709,705,yes
4000,4000,4000,36,'12.42\%',133.67,B,B4,12,MORTGAGE,55000,'Source Verified',medical,LA,17.69,0,690,694,1,0,0,16,0,35726,42,694,690,yes
3000,3000,3000,60,'12.42\%',67.38,B,B4,0.5,RENT,46008,'Not Verified',other,PA,18.23,0,720,724,1,0,0,16,0,3017,36,699,695,yes
14650,14650,14650,60,'22.35\%',407.54,F,F5,12,RENT,65000,Verified,debt_consolidation,CA,22.58,0,660,664,1,0,0,18,0,12193,25,544,540,yes
24000,24000,24000,36,'16.77\%',852.93,D,D2,12,OWN,103000,Verified,debt_consolidation,MO,15.34,0,685,689,0,0,0,12,0,25426,22,654,650,yes
5000,5000,5000,36,'9.91\%',161.13,B,B1,3,RENT,45000,'Source Verified',other,CA,7.49,1,695,699,0,20,0,9,0,2021,17,694,690,yes
6000,6000,6000,36,'9.91\%',193.35,B,B1,0.5,MORTGAGE,90000,'Not Verified',credit_card,TX,21.64,0,710,714,1,73,0,14,0,27710,25,709,705,yes
10000,10000,10000,36,'8.90\%',317.54,A,A5,12,MORTGAGE,80000,'Not Verified',debt_consolidation,MO,16.11,0,715,719,0,0,0,6,0,3937,11,684,680,yes
5000,5000,5000,36,'9.91\%',161.13,B,B1,12,RENT,40000,'Not Verified',other,KS,9.45,0,725,729,0,0,0,3,0,20212,18,554,550,yes
7125,7125,7125,36,'17.58\%',256.09,D,D4,7,RENT,25279.67,'Not Verified',credit_card,MN,16.8,0,675,679,0,0,0,3,0,11267,12,709,705,yes
35000,35000,34975,60,'12.69\%',790.82,B,B5,4,RENT,71000,Verified,debt_consolidation,NJ,17.09,0,745,749,0,0,0,4,0,28948,13,794,790,yes
12000,12000,12000,36,'6.03\%',365.23,A,A1,0.5,RENT,75000,'Source Verified',major_purchase,NC,8.06,0,795,799,0,0,0,14,0,3852,21,784,780,yes
7200,7200,7200,36,'11.71\%',238.15,B,B3,8,MORTGAGE,55000,'Not Verified',debt_consolidation,IL,7.57,0,705,709,1,0,0,6,0,23006,13,729,725,yes
15000,15000,15000,36,'7.51\%',466.67,A,A3,3,OWN,44500,Verified,debt_consolidation,FL,26.75,0,745,749,0,0,0,14,0,18681,25,794,790,yes
9000,9000,9000,36,'7.90\%',281.62,A,A4,7,RENT,45000,'Source Verified',credit_card,WA,12.48,0,730,734,0,0,0,7,0,17828,14,599,595,yes
6000,6000,6000,36,'10.65\%',195.44,B,B2,12,RENT,42000,'Not Verified',other,OH,9.43,0,700,704,0,0,88,5,1,12851,18,699,695,yes
7000,7000,7000,60,'22.06\%',193.58,F,F4,5,RENT,50000,'Source Verified',credit_card,IL,11.76,0,660,664,1,0,0,9,0,10197,12,544,540,yes
21200,21200,21200,60,'17.58\%',533.51,D,D4,12,MORTGAGE,47000,Verified,credit_card,WI,24.05,0,690,694,1,0,0,6,0,21112,28,754,750,yes
2700,2700,2700,36,'9.91\%',87.01,B,B1,2,RENT,45000,'Not Verified',credit_card,WA,10.16,0,710,714,2,0,0,11,0,3574,12,669,665,yes
12000,12000,11975,36,'13.49\%',407.17,C,C1,5,MORTGAGE,40000,'Not Verified',debt_consolidation,FL,13.65,0,690,694,1,0,0,8,0,6223,14,719,715,yes
30000,30000,30000,36,'9.91\%',966.75,B,B1,12,RENT,55000,'Source Verified',debt_consolidation,FL,13.37,0,755,759,2,0,0,8,0,15964,21,779,775,yes
5200,5200,5200,36,'14.65\%',179.37,C,C3,12,RENT,32160,'Source Verified',debt_consolidation,CA,23.47,0,665,669,2,0,0,11,0,4616,16,624,620,yes
4000,4000,4000,36,'13.49\%',135.73,C,C1,0.5,RENT,90000,'Source Verified',other,CA,12.79,0,675,679,1,40,0,6,0,5535,15,749,745,yes
11200,11200,11200,36,'6.62\%',343.89,A,A2,12,OWN,45000,'Not Verified',debt_consolidation,OH,18.64,0,730,734,0,0,0,7,0,12965,23,769,765,yes
34000,34000,33975,36,'17.58\%',1222.03,D,D4,4,RENT,65000,Verified,debt_consolidation,WI,16.87,0,690,694,2,27,0,7,0,16758,27,664,660,yes
7000,7000,7000,36,'8.90\%',222.28,A,A5,4,RENT,85000,'Source Verified',debt_consolidation,NY,7.07,0,700,704,0,0,0,9,0,8006,18,649,645,yes
10400,10400,10400,36,'11.71\%',344,B,B3,3,OWN,35000,'Not Verified',credit_card,FL,13.06,0,690,694,0,0,0,8,0,13368,12,589,585,yes
7000,7000,7000,36,'11.71\%',231.54,B,B3,12,MORTGAGE,22000,'Not Verified',debt_consolidation,WV,17.45,3,695,699,1,21,0,12,0,7467,19,659,655,yes
20000,20000,20000,36,'14.65\%',689.89,C,C3,4,MORTGAGE,90000,Verified,credit_card,TX,18.17,0,690,694,1,27,0,11,0,21132,23,714,710,yes
20400,20400,20375,60,'11.71\%',450.81,B,B3,0,RENT,40800,Verified,debt_consolidation,AL,10.94,0,730,734,0,78,0,9,0,23070,23,714,710,yes
5000,5000,5000,36,'12.69\%',167.73,B,B5,1,MORTGAGE,110000,'Source Verified',other,OH,20.02,0,675,679,2,31,0,13,0,23729,44,654,650,yes
21650,21650,21650,60,'19.03\%',561.98,E,E2,7,OWN,49000,Verified,debt_consolidation,IL,17.19,0,705,709,0,0,0,7,0,20853,14,744,740,yes
8400,8400,8400,36,'12.69\%',281.78,B,B5,1,RENT,75000,'Source Verified',wedding,NJ,3.81,0,675,679,0,25,0,8,0,7493,11,724,720,yes
20000,20000,20000,60,'16.77\%',494.59,D,D2,2,RENT,108000,'Source Verified',credit_card,NY,13.5,0,700,704,3,0,0,10,0,12775,18,669,665,yes
7000,7000,7000,36,'10.65\%',228.02,B,B2,12,RENT,85000,'Source Verified',debt_consolidation,NY,5.22,0,720,724,0,0,0,8,0,17101,22,684,680,yes
2500,2500,2500,36,'15.27\%',87,C,C4,6,RENT,40000,'Not Verified',debt_consolidation,IL,15.27,0,665,669,1,0,0,8,0,7199,11,674,670,yes
12000,12000,12000,60,'18.25\%',306.36,D,D5,3,RENT,24000,'Source Verified',credit_card,OH,11.8,0,685,689,1,0,0,7,0,7739,13,674,670,yes
13200,8975,8975,60,'17.27\%',224.36,D,D3,3,RENT,26400,'Source Verified',small_business,TX,9.64,0,690,694,3,0,0,8,0,7411,12,699,695,yes
17475,16175,16175,60,'17.27\%',404.35,D,D3,12,RENT,56000,Verified,other,NY,24.84,0,695,699,2,0,0,11,0,15133,27,649,645,yes
12000,12000,12000,36,'12.69\%',402.54,B,B5,12,RENT,200000,'Source Verified',debt_consolidation,NY,6.61,0,690,694,2,82,0,7,0,16375,21,689,685,yes
15000,15000,14248.30682,60,'19.03\%',389.36,E,E2,9,RENT,75000,'Source Verified',debt_consolidation,FL,2.82,0,670,674,2,0,0,9,0,11379,12,704,700,yes
8000,8000,8000,36,'10.65\%',260.59,B,B2,0.5,RENT,46330,'Source Verified',debt_consolidation,WA,6.53,0,715,719,1,0,0,7,0,9838,18,734,730,yes
13650,13650,13644.504,36,'10.65\%',444.63,B,B2,5,RENT,44000,'Source Verified',credit_card,FL,24.57,0,730,734,1,0,0,5,0,16070,16,744,740,yes
35000,22050,22025,60,'12.42\%',495.19,B,B4,3,MORTGAGE,66000,Verified,debt_consolidation,FL,8.96,0,735,739,0,0,0,12,0,16547,17,809,805,yes
15000,15000,15000,60,'11.71\%',331.48,B,B3,3,MORTGAGE,75000,'Not Verified',credit_card,CA,14.05,0,730,734,0,0,0,11,0,16317,23,764,760,yes
11200,11200,11200,36,'11.71\%',370.46,B,B3,5,RENT,48000,'Not Verified',other,NY,8.68,0,695,699,0,39,0,19,0,10323,30,784,780,yes
2425,2425,2425,36,'15.27\%',84.39,C,C4,3,OWN,80004,'Not Verified',home_improvement,NJ,23.92,1,665,669,3,19,0,8,0,24570,17,594,590,yes
35000,35000,33906.1942,60,'20.30\%',933.14,E,E5,12,MORTGAGE,85000,Verified,debt_consolidation,CO,12.54,0,685,689,2,0,0,9,0,29254,20,724,720,yes
7200,7200,7200,36,'9.91\%',232.02,B,B1,1,RENT,90000,'Not Verified',credit_card,CA,8.59,0,690,694,0,0,0,11,0,16754,12,764,760,yes
13000,13000,12994.46479,36,'9.91\%',418.93,B,B1,12,RENT,50000,'Not Verified',debt_consolidation,NY,17.3,0,730,734,1,0,0,13,0,18246,25,659,655,yes
3600,3600,3600,36,'6.62\%',110.54,A,A2,8,MORTGAGE,88824,'Not Verified',other,KY,11.75,0,745,749,0,0,0,8,0,17137,28,749,745,yes
27000,27000,27000,36,'11.71\%',893.06,B,B3,8,MORTGAGE,130000,'Source Verified',debt_consolidation,MA,8.13,0,730,734,1,0,0,7,0,14090,31,689,685,yes
7000,7000,7000,36,'12.69\%',234.82,B,B5,5,RENT,37500,'Source Verified',debt_consolidation,MA,21.38,0,685,689,1,51,0,12,0,9539,20,709,705,yes
30000,30000,29092.57163,60,'21.67\%',822.95,F,F3,2,RENT,85000,Verified,debt_consolidation,NY,11.44,0,690,694,2,0,0,9,0,23760,20,619,615,yes
18000,18000,18000,36,'7.90\%',563.23,A,A4,12,MORTGAGE,80000,'Source Verified',credit_card,VT,20.05,0,750,754,1,0,0,8,0,29104,18,694,690,yes
12000,12000,12000,36,'8.90\%',381.04,A,A5,12,RENT,70000,'Not Verified',debt_consolidation,CA,6.02,0,715,719,0,33,0,9,0,12411,31,734,730,yes
15000,15000,15000,60,'17.27\%',374.97,D,D3,1,OWN,75000,'Not Verified',other,CA,16.21,0,695,699,0,0,0,9,0,10219,18,709,705,yes
7000,7000,7000,36,'14.27\%',240.17,C,C2,2,RENT,42000,'Not Verified',small_business,IL,11.09,0,690,694,1,0,0,12,0,1086,19,689,685,yes
6000,6000,6000,36,'10.65\%',195.44,B,B2,12,RENT,24000,'Source Verified',debt_consolidation,WV,11.75,0,705,709,1,0,0,8,0,6739,12,694,690,yes
6000,6000,6000,36,'14.65\%',206.97,C,C3,0.5,MORTGAGE,57600,'Not Verified',other,TX,23.42,0,675,679,2,0,0,13,0,6193,17,684,680,yes
5000,5000,5000,36,'10.65\%',162.87,B,B2,12,MORTGAGE,35000,Verified,car,FL,13.92,0,685,689,0,49,0,8,0,3418,23,659,655,yes
11000,11000,11000,36,'9.91\%',354.48,B,B1,5,MORTGAGE,74000,'Not Verified',wedding,TX,18.24,0,725,729,2,0,0,11,0,16072,18,784,780,yes
12000,12000,12000,36,'16.77\%',426.47,D,D2,6,RENT,38000,'Source Verified',debt_consolidation,CA,21.32,0,660,664,0,0,0,10,0,6761,13,624,620,yes
10000,10000,10000,36,'14.27\%',343.09,C,C2,4,RENT,40000,'Source Verified',car,NY,18.69,0,680,684,0,0,0,6,0,5689,7,694,690,yes
17000,17000,16975,36,'6.03\%',517.41,A,A1,2,MORTGAGE,120000,Verified,small_business,CA,8.94,0,775,779,0,0,0,12,0,3049,27,824,820,yes
4000,4000,4000,36,'12.69\%',134.18,B,B5,3,RENT,80000,'Not Verified',other,CA,21.66,0,685,689,0,0,0,11,0,25596,17,634,630,yes
5000,5000,5000,36,'9.91\%',161.13,B,B1,12,MORTGAGE,75000,'Source Verified',debt_consolidation,OH,18.5,0,690,694,0,0,0,19,0,40620,56,714,710,yes
6200,6200,6200,36,'6.03\%',188.71,A,A1,5,MORTGAGE,26500,'Not Verified',small_business,WV,18.2,0,770,774,0,0,0,6,0,2982,18,799,795,yes
5000,5000,5000,36,'6.03\%',152.18,A,A1,3,RENT,64424,'Not Verified',other,NY,0.93,0,815,819,0,0,0,9,0,206,17,749,745,yes
22475,22475,22425,60,'15.27\%',537.87,C,C4,7,MORTGAGE,52000,Verified,debt_consolidation,NH,15.23,0,715,719,1,0,0,7,0,18554,23,709,705,yes
5000,5000,5000,36,'6.62\%',153.52,A,A2,5,MORTGAGE,55000,Verified,debt_consolidation,MA,4.12,0,745,749,0,0,0,8,0,5750,28,689,685,yes
8000,8000,8000,36,'15.96\%',281.1,C,C5,4,RENT,70000,'Source Verified',credit_card,IL,14.04,0,675,679,2,0,0,10,0,24072,30,679,675,yes
5000,5000,5000,36,'8.90\%',158.77,A,A5,6,RENT,33000,'Not Verified',medical,NJ,16.47,0,720,724,2,0,0,9,0,9194,14,729,725,yes
8000,8000,8000,36,'7.90\%',250.33,A,A4,2,RENT,78000,'Not Verified',vacation,NY,6.09,0,720,724,1,0,0,16,0,15988,31,739,735,yes
13000,13000,13000,36,'13.49\%',441.1,C,C1,6,RENT,65000,'Not Verified',debt_consolidation,CA,17.11,0,685,689,2,73,0,18,0,11036,32,654,650,yes
14000,14000,14000,36,'17.58\%',503.19,D,D4,12,MORTGAGE,88000,Verified,debt_consolidation,TX,7.73,3,660,664,0,3,0,13,0,7115,24,714,710,yes
20000,12500,12475,60,'19.03\%',324.47,E,E2,6,RENT,130000,Verified,debt_consolidation,AZ,9.06,0,685,689,0,26,91,9,1,24185,25,689,685,yes
11700,11700,11675,60,'14.65\%',276.2,C,C3,3,RENT,68500,Verified,credit_card,VA,18.17,0,725,729,1,0,0,12,0,7203,21,719,715,yes
9400,9400,9400,36,'9.91\%',302.92,B,B1,2,RENT,45500,Verified,debt_consolidation,GA,11.84,0,710,714,0,0,0,7,0,16982,7,639,635,yes
12000,12000,12000,60,'12.69\%',271.14,B,B5,9,MORTGAGE,57000,'Not Verified',debt_consolidation,CT,19.71,0,705,709,0,0,0,10,0,15311,13,709,705,yes
2000,2000,2000,36,'9.91\%',64.45,B,B1,12,RENT,24000,'Not Verified',other,IL,13.5,0,695,699,0,0,87,6,1,9583,10,674,670,yes
7000,7000,7000,36,'11.71\%',231.54,B,B3,12,RENT,90000,Verified,credit_card,MD,12.19,0,695,699,0,0,0,13,0,28060,25,679,675,yes
16000,16000,16000,36,'9.91\%',515.6,B,B1,12,RENT,50000,'Not Verified',debt_consolidation,PA,15.1,0,725,729,1,0,0,9,0,13577,26,744,740,yes
12000,12000,12000,36,'7.51\%',373.33,A,A3,4,RENT,86000,'Source Verified',debt_consolidation,CA,13.3,0,735,739,1,0,0,16,0,13715,25,814,810,yes
25000,25000,24975,60,'18.25\%',638.25,D,D5,0.5,MORTGAGE,75000,Verified,debt_consolidation,CA,10.58,0,690,694,0,0,0,13,0,14608,29,684,680,yes
4000,4000,4000,36,'6.62\%',122.82,A,A2,6,MORTGAGE,120000,'Source Verified',home_improvement,NC,3.89,0,760,764,1,0,0,13,0,11947,31,779,775,yes
